15562, Field, LOC, 21.0, 15561, 
15695, ParsingException, NOA, 1.0, 15653, 
15695, ParsingException, LOCNAMM, 50.0, 15653, 
15695, ParsingException, AMWNAMM, 2.16666666666667, 15653, 
15695, ParsingException, RFC, 6.0, 15653, 
15695, ParsingException, NOII, 0.0, 15653, 
15695, ParsingException, AMW, 2.16666666666667, 15653, 
15695, ParsingException, TCC, 1.0, 15653, 
15695, ParsingException, ATFD, 0.0, 15653, 
15695, ParsingException, FANOUT, 0.0, 15653, 
15695, ParsingException, NOCS, 0.0, 15653, 
15695, ParsingException, NIM, 14.0, 15653, 
15695, ParsingException, LCOM5, 0.6, 15653, 
15695, ParsingException, NOAM, 0.0, 15653, 
15695, ParsingException, CBO, 0.0, 15653, 
15695, ParsingException, WOC, 1.0, 15653, 
15695, ParsingException, DIT, 3.0, 15653, 
15695, ParsingException, NOPA, 0.0, 15653, 
15695, ParsingException, NOC, 1.0, 15653, 
15695, ParsingException, CFNAMM, 0.0, 15653, 
15695, ParsingException, NMO, 1.0, 15653, 
15702, ConstantPoolGenerator, LOC, 312.0, 15653, 
15702, ConstantPoolGenerator, NOMNAMM, 24.0, 15653, 
15702, ConstantPoolGenerator, NOM, 25.0, 15653, 
15702, ConstantPoolGenerator, WMCNAMM, 61.0, 15653, 
15702, ConstantPoolGenerator, WMC, 62.0, 15653, 
15702, ConstantPoolGenerator, NOA, 6.0, 15653, 
15702, ConstantPoolGenerator, LOCNAMM, 304.0, 15653, 
15702, ConstantPoolGenerator, AMWNAMM, 2.54166666666667, 15653, 
15702, ConstantPoolGenerator, RFC, 41.0, 15653, 
15702, ConstantPoolGenerator, NOII, 0.0, 15653, 
15702, ConstantPoolGenerator, AMW, 2.48, 15653, 
15702, ConstantPoolGenerator, TCC, 0.833333333333333, 15653, 
15702, ConstantPoolGenerator, ATFD, 11.0, 15653, 
15702, ConstantPoolGenerator, FANOUT, 14.0, 15653, 
15702, ConstantPoolGenerator, NOCS, 0.0, 15653, 
15702, ConstantPoolGenerator, NIM, 0.0, 15653, 
15702, ConstantPoolGenerator, LCOM5, 0.701388888888889, 15653, 
15702, ConstantPoolGenerator, NOAM, 1.0, 15653, 
15702, ConstantPoolGenerator, CBO, 15.0, 15653, 
15702, ConstantPoolGenerator, WOC, 0.923076923076923, 15653, 
15702, ConstantPoolGenerator, DIT, 1.0, 15653, 
15702, ConstantPoolGenerator, NOPA, 0.0, 15653, 
15702, ConstantPoolGenerator, NOC, 0.0, 15653, 
15702, ConstantPoolGenerator, CFNAMM, 670.0, 15653, 
15702, ConstantPoolGenerator, NMO, 0.0, 15653, 
15728, Scanner, LOC, 590.0, 15653, 
15728, Scanner, NOMNAMM, 24.0, 15653, 
15728, Scanner, NOM, 32.0, 15653, 
15728, Scanner, WMCNAMM, 166.0, 15653, 
15728, Scanner, WMC, 174.0, 15653, 
15728, Scanner, NOA, 11.0, 15653, 
15728, Scanner, LOCNAMM, 550.0, 15653, 
15728, Scanner, AMWNAMM, 6.91666666666667, 15653, 
15728, Scanner, RFC, 34.0, 15653, 
15728, Scanner, NOII, 1.0, 15653, 
15728, Scanner, AMW, 5.4375, 15653, 
15728, Scanner, TCC, 0.191666666666667, 15653, 
15728, Scanner, ATFD, 2.0, 15653, 
15728, Scanner, FANOUT, 1.0, 15653, 
15728, Scanner, NOCS, 0.0, 15653, 
15728, Scanner, NIM, 0.0, 15653, 
15728, Scanner, LCOM5, 0.777126099706745, 15653, 
15728, Scanner, NOAM, 8.0, 15653, 
15728, Scanner, CBO, 3.0, 15653, 
15728, Scanner, WOC, 0.578947368421053, 15653, 
15728, Scanner, DIT, 1.0, 15653, 
15728, Scanner, NOPA, 0.0, 15653, 
15728, Scanner, NOC, 0.0, 15653, 
15728, Scanner, CFNAMM, 72.0, 15653, 
15728, Scanner, NMO, 0.0, 15653, 
15761, JavaClassDumpper, LOC, 243.0, 15653, 
15761, JavaClassDumpper, NOMNAMM, 10.0, 15653, 
15761, JavaClassDumpper, NOM, 10.0, 15653, 
15761, JavaClassDumpper, WMCNAMM, 47.0, 15653, 
15761, JavaClassDumpper, WMC, 47.0, 15653, 
15761, JavaClassDumpper, NOA, 3.0, 15653, 
15761, JavaClassDumpper, LOCNAMM, 243.0, 15653, 
15761, JavaClassDumpper, AMWNAMM, 4.7, 15653, 
15761, JavaClassDumpper, RFC, 12.0, 15653, 
15761, JavaClassDumpper, NOII, 0.0, 15653, 
15761, JavaClassDumpper, AMW, 4.7, 15653, 
15761, JavaClassDumpper, TCC, 1.0, 15653, 
15761, JavaClassDumpper, ATFD, 96.0, 15653, 
15761, JavaClassDumpper, FANOUT, 1.0, 15653, 
15761, JavaClassDumpper, NOCS, 0.0, 15653, 
15761, JavaClassDumpper, NIM, 0.0, 15653, 
15761, JavaClassDumpper, LCOM5, 0.481481481481481, 15653, 
15761, JavaClassDumpper, NOAM, 0.0, 15653, 
15761, JavaClassDumpper, CBO, 28.0, 15653, 
15761, JavaClassDumpper, WOC, 1.0, 15653, 
15761, JavaClassDumpper, DIT, 1.0, 15653, 
15761, JavaClassDumpper, NOPA, 0.0, 15653, 
15761, JavaClassDumpper, NOC, 0.0, 15653, 
15761, JavaClassDumpper, CFNAMM, 16.0, 15653, 
15761, JavaClassDumpper, NMO, 0.0, 15653, 
15773, SourceCodeBuilder, LOC, 828.0, 15772, 
15773, SourceCodeBuilder, NOMNAMM, 31.0, 15772, 
15773, SourceCodeBuilder, NOM, 31.0, 15772, 
15773, SourceCodeBuilder, WMCNAMM, 213.0, 15772, 
15773, SourceCodeBuilder, WMC, 213.0, 15772, 
15773, SourceCodeBuilder, NOA, 2.0, 15772, 
15773, SourceCodeBuilder, LOCNAMM, 828.0, 15772, 
15773, SourceCodeBuilder, AMWNAMM, 6.87096774193548, 15772, 
15773, SourceCodeBuilder, RFC, 44.0, 15772, 
15773, SourceCodeBuilder, NOII, 0.0, 15772, 
15773, SourceCodeBuilder, AMW, 6.87096774193548, 15772, 
15773, SourceCodeBuilder, TCC, 0.0, 15772, 
15773, SourceCodeBuilder, ATFD, 173.0, 15772, 
15773, SourceCodeBuilder, FANOUT, 4.0, 15772, 
15773, SourceCodeBuilder, NOCS, 0.0, 15772, 
15773, SourceCodeBuilder, NIM, 0.0, 15772, 
15773, SourceCodeBuilder, LCOM5, 0.666666666666667, 15772, 
15773, SourceCodeBuilder, NOAM, 0.0, 15772, 
15773, SourceCodeBuilder, CBO, 36.0, 15772, 
15773, SourceCodeBuilder, WOC, 1.0, 15772, 
15773, SourceCodeBuilder, DIT, 1.0, 15772, 
15773, SourceCodeBuilder, NOPA, 0.0, 15772, 
15773, SourceCodeBuilder, NOC, 0.0, 15772, 
15773, SourceCodeBuilder, CFNAMM, 1106.0, 15772, 
15773, SourceCodeBuilder, NMO, 0.0, 15772, 
15805, SourceCodeBuilderConfiguration, LOC, 25.0, 15772, 
15805, SourceCodeBuilderConfiguration, NOMNAMM, 2.0, 15772, 
15805, SourceCodeBuilderConfiguration, NOM, 2.0, 15772, 
15805, SourceCodeBuilderConfiguration, WMCNAMM, 2.0, 15772, 
15805, SourceCodeBuilderConfiguration, WMC, 2.0, 15772, 
15805, SourceCodeBuilderConfiguration, NOA, 7.0, 15772, 
15805, SourceCodeBuilderConfiguration, LOCNAMM, 25.0, 15772, 
15805, SourceCodeBuilderConfiguration, AMWNAMM, 1.0, 15772, 
15805, SourceCodeBuilderConfiguration, RFC, 3.0, 15772, 
15805, SourceCodeBuilderConfiguration, NOII, 0.0, 15772, 
15805, SourceCodeBuilderConfiguration, AMW, 1.0, 15772, 
15805, SourceCodeBuilderConfiguration, TCC, 1.0, 15772, 
15805, SourceCodeBuilderConfiguration, ATFD, 0.0, 15772, 
15805, SourceCodeBuilderConfiguration, FANOUT, 1.0, 15772, 
15805, SourceCodeBuilderConfiguration, NOCS, 0.0, 15772, 
15805, SourceCodeBuilderConfiguration, NIM, 0.0, 15772, 
15805, SourceCodeBuilderConfiguration, LCOM5, 2.0, 15772, 
15805, SourceCodeBuilderConfiguration, NOAM, 0.0, 15772, 
15805, SourceCodeBuilderConfiguration, CBO, 1.0, 15772, 
15805, SourceCodeBuilderConfiguration, WOC, 1.0, 15772, 
15805, SourceCodeBuilderConfiguration, DIT, 1.0, 15772, 
15805, SourceCodeBuilderConfiguration, NOPA, 0.0, 15772, 
15805, SourceCodeBuilderConfiguration, NOC, 0.0, 15772, 
15805, SourceCodeBuilderConfiguration, CFNAMM, 2.0, 15772, 
15805, SourceCodeBuilderConfiguration, NMO, 0.0, 15772, 
15808, JavaClassParser, LOC, 569.0, 15772, 
15808, JavaClassParser, NOMNAMM, 21.0, 15772, 
15808, JavaClassParser, NOM, 21.0, 15772, 
15808, JavaClassParser, WMCNAMM, 91.0, 15772, 
15808, JavaClassParser, WMC, 91.0, 15772, 
15808, JavaClassParser, NOA, 17.0, 15772, 
15808, JavaClassParser, LOCNAMM, 569.0, 15772, 
15808, JavaClassParser, AMWNAMM, 4.33333333333333, 15772, 
15808, JavaClassParser, RFC, 53.0, 15772, 
15808, JavaClassParser, NOII, 0.0, 15772, 
15808, JavaClassParser, AMW, 4.33333333333333, 15772, 
15808, JavaClassParser, TCC, 1.0, 15772, 
15808, JavaClassParser, ATFD, 44.0, 15772, 
15808, JavaClassParser, FANOUT, 31.0, 15772, 
15808, JavaClassParser, NOCS, 0.0, 15772, 
15808, JavaClassParser, NIM, 0.0, 15772, 
15808, JavaClassParser, LCOM5, 0.911764705882353, 15772, 
15808, JavaClassParser, NOAM, 0.0, 15772, 
15808, JavaClassParser, CBO, 35.0, 15772, 
15808, JavaClassParser, WOC, 1.0, 15772, 
15808, JavaClassParser, DIT, 1.0, 15772, 
15808, JavaClassParser, NOPA, 0.0, 15772, 
15808, JavaClassParser, NOC, 0.0, 15772, 
15808, JavaClassParser, CFNAMM, 764.0, 15772, 
15808, JavaClassParser, NMO, 0.0, 15772, 
15832, IntegerArray, LOC, 27.0, 15831, 
15832, IntegerArray, NOMNAMM, 2.0, 15831, 
15832, IntegerArray, NOM, 3.0, 15831, 
15832, IntegerArray, WMCNAMM, 3.0, 15831, 
15832, IntegerArray, WMC, 4.0, 15831, 
15832, IntegerArray, NOA, 4.0, 15831, 
15832, IntegerArray, LOCNAMM, 20.0, 15831, 
15832, IntegerArray, AMWNAMM, 1.5, 15831, 
15832, IntegerArray, RFC, 3.0, 15831, 
15832, IntegerArray, NOII, 0.0, 15831, 
15832, IntegerArray, AMW, 1.33333333333333, 15831, 
15832, IntegerArray, TCC, 1.0, 15831, 
15832, IntegerArray, ATFD, 0.0, 15831, 
15832, IntegerArray, FANOUT, 0.0, 15831, 
15832, IntegerArray, NOCS, 0.0, 15831, 
15832, IntegerArray, NIM, 0.0, 15831, 
15832, IntegerArray, LCOM5, 0.75, 15831, 
15832, IntegerArray, NOAM, 1.0, 15831, 
15832, IntegerArray, CBO, 0.0, 15831, 
15832, IntegerArray, WOC, 0.666666666666667, 15831, 
15832, IntegerArray, DIT, 1.0, 15831, 
15832, IntegerArray, NOPA, 0.0, 15831, 
15832, IntegerArray, NOC, 0.0, 15831, 
15832, IntegerArray, CFNAMM, 0.0, 15831, 
15832, IntegerArray, NMO, 0.0, 15831, 
15836, OpcodeHelper, LOC, 43.0, 15831, 
15836, OpcodeHelper, NOMNAMM, 2.0, 15831, 
15836, OpcodeHelper, NOM, 2.0, 15831, 
15836, OpcodeHelper, WMCNAMM, 3.0, 15831, 
15836, OpcodeHelper, WMC, 3.0, 15831, 
15836, OpcodeHelper, NOA, 2.0, 15831, 
15836, OpcodeHelper, LOCNAMM, 43.0, 15831, 
15836, OpcodeHelper, AMWNAMM, 1.5, 15831, 
15836, OpcodeHelper, RFC, 4.0, 15831, 
15836, OpcodeHelper, NOII, 0.0, 15831, 
15836, OpcodeHelper, AMW, 1.5, 15831, 
15836, OpcodeHelper, TCC, 1.0, 15831, 
15836, OpcodeHelper, ATFD, 2.0, 15831, 
15836, OpcodeHelper, FANOUT, 1.0, 15831, 
15836, OpcodeHelper, NOCS, 0.0, 15831, 
15836, OpcodeHelper, NIM, 0.0, 15831, 
15836, OpcodeHelper, LCOM5, 0.5, 15831, 
15836, OpcodeHelper, NOAM, 0.0, 15831, 
15836, OpcodeHelper, CBO, 2.0, 15831, 
15836, OpcodeHelper, WOC, 0.5, 15831, 
15836, OpcodeHelper, DIT, 1.0, 15831, 
15836, OpcodeHelper, NOPA, 2.0, 15831, 
15836, OpcodeHelper, NOC, 0.0, 15831, 
15836, OpcodeHelper, CFNAMM, 4.0, 15831, 
15836, OpcodeHelper, NMO, 0.0, 15831, 
15839, OpcodeInfo, LOC, 30.0, 15831, 
15839, OpcodeInfo, NOMNAMM, 0.0, 15831, 
15839, OpcodeInfo, NOM, 0.0, 15831, 
15839, OpcodeInfo, WMCNAMM, 0.0, 15831, 
15839, OpcodeInfo, WMC, 0.0, 15831, 
15839, OpcodeInfo, NOA, 14.0, 15831, 
15839, OpcodeInfo, LOCNAMM, 30.0, 15831, 
15839, OpcodeInfo, AMWNAMM, 0.0, 15831, 
15839, OpcodeInfo, RFC, 0.0, 15831, 
15839, OpcodeInfo, NOII, 0.0, 15831, 
15839, OpcodeInfo, AMW, 0.0, 15831, 
15839, OpcodeInfo, TCC, 1.0, 15831, 
15839, OpcodeInfo, ATFD, 0.0, 15831, 
15839, OpcodeInfo, FANOUT, 0.0, 15831, 
15839, OpcodeInfo, NOCS, 0.0, 15831, 
15839, OpcodeInfo, NIM, 0.0, 15831, 
15839, OpcodeInfo, LCOM5, 0.0, 15831, 
15839, OpcodeInfo, NOAM, 0.0, 15831, 
15839, OpcodeInfo, CBO, 0.0, 15831, 
15839, OpcodeInfo, WOC, 0.0, 15831, 
15839, OpcodeInfo, DIT, 1.0, 15831, 
15839, OpcodeInfo, NOPA, 14.0, 15831, 
15839, OpcodeInfo, NOC, 0.0, 15831, 
15839, OpcodeInfo, CFNAMM, 0.0, 15831, 
15839, OpcodeInfo, NMO, 0.0, 15831, 
15841, Util, LOC, 669.0, 15831, 
15841, Util, NOMNAMM, 24.0, 15831, 
15841, Util, NOM, 24.0, 15831, 
15841, Util, WMCNAMM, 251.0, 15831, 
15841, Util, WMC, 251.0, 15831, 
15841, Util, NOA, 2.0, 15831, 
15841, Util, LOCNAMM, 669.0, 15831, 
15841, Util, AMWNAMM, 10.4583333333333, 15831, 
15841, Util, RFC, 24.0, 15831, 
15841, Util, NOII, 0.0, 15831, 
15841, Util, AMW, 10.4583333333333, 15831, 
15841, Util, TCC, 0.0, 15831, 
15841, Util, ATFD, 22.0, 15831, 
15841, Util, FANOUT, 0.0, 15831, 
15841, Util, NOCS, 0.0, 15831, 
15841, Util, NIM, 0.0, 15831, 
15841, Util, LCOM5, 1.0, 15831, 
15841, Util, NOAM, 0.0, 15831, 
15841, Util, CBO, 1.0, 15831, 
15841, Util, WOC, 0.923076923076923, 15831, 
15841, Util, DIT, 1.0, 15831, 
15841, Util, NOPA, 2.0, 15831, 
15841, Util, NOC, 0.0, 15831, 
15841, Util, CFNAMM, 0.0, 15831, 
15841, Util, NMO, 0.0, 15831, 
15866, OpcodeLoader, LOC, 174.0, 15831, 
15866, OpcodeLoader, NOMNAMM, 5.0, 15831, 
15866, OpcodeLoader, NOM, 5.0, 15831, 
15866, OpcodeLoader, WMCNAMM, 45.0, 15831, 
15866, OpcodeLoader, WMC, 45.0, 15831, 
15866, OpcodeLoader, NOA, 1.0, 15831, 
15866, OpcodeLoader, LOCNAMM, 174.0, 15831, 
15866, OpcodeLoader, AMWNAMM, 9.0, 15831, 
15866, OpcodeLoader, RFC, 6.0, 15831, 
15866, OpcodeLoader, NOII, 0.0, 15831, 
15866, OpcodeLoader, AMW, 9.0, 15831, 
15866, OpcodeLoader, TCC, 0.1, 15831, 
15866, OpcodeLoader, ATFD, 14.0, 15831, 
15866, OpcodeLoader, FANOUT, 1.0, 15831, 
15866, OpcodeLoader, NOCS, 0.0, 15831, 
15866, OpcodeLoader, NIM, 0.0, 15831, 
15866, OpcodeLoader, LCOM5, 0.75, 15831, 
15866, OpcodeLoader, NOAM, 0.0, 15831, 
15866, OpcodeLoader, CBO, 1.0, 15831, 
15866, OpcodeLoader, WOC, 1.0, 15831, 
15866, OpcodeLoader, DIT, 1.0, 15831, 
15866, OpcodeLoader, NOPA, 0.0, 15831, 
15866, OpcodeLoader, NOC, 0.0, 15831, 
15866, OpcodeLoader, CFNAMM, 10.0, 15831, 
15866, OpcodeLoader, NMO, 0.0, 15831, 
